,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller
,Mixed / non conventional,60.00,54.00,48.00,66.00,1.11,0.00,-70.282,2379.375,-37.70,0,,1/28/2024 5:27:27 PM,0
,Mixed / non conventional,61.00,55.00,58.00,56.50,0.77,0.00,127.945,2350.757,14.14,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,56.50,59.50,0.68,0.00,-225.888,2350.757,-7.07,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,59.50,53.50,0.67,0.00,246.613,2350.757,6.43,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,53.50,62.50,0.73,0.00,-290.635,2350.757,-5.89,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,62.50,52.00,0.78,0.00,221.768,2350.757,8.32,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,52.00,64.00,0.94,0.00,-156.761,2350.757,-14.14,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,64.00,50.50,0.97,0.00,126.603,2350.757,17.99,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,50.50,65.50,1.03,0.00,-98.328,2350.757,-24.74,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,65.50,49.00,1.04,0.00,82.082,2350.757,29.87,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,61.00,55.00,49.00,67.00,1.09,0.00,-67.735,2350.757,-37.70,0,,1/28/2024 5:27:30 PM,0
,Mixed / non conventional,62.00,56.00,59.00,57.50,0.74,0.00,123.577,2359.950,14.14,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,57.50,60.50,0.66,0.00,-221.089,2359.950,-7.07,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,60.50,54.50,0.67,0.00,245.034,2359.950,6.43,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,54.50,63.50,0.73,0.00,-291.070,2359.950,-5.89,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,63.50,53.00,0.78,0.00,222.417,2359.950,8.32,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,53.00,65.00,0.93,0.00,-155.969,2359.950,-14.14,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,65.00,51.50,0.96,0.00,126.054,2359.950,17.99,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,51.50,66.50,1.02,0.00,-97.494,2359.950,-24.74,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,66.50,50.00,1.03,0.00,81.353,2359.950,29.87,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,62.00,56.00,50.00,68.00,1.06,0.00,-66.500,2359.950,-37.70,0,,1/28/2024 5:27:32 PM,0
,Mixed / non conventional,63.00,57.00,60.00,58.50,0.72,0.00,119.657,2359.008,14.14,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,58.50,61.50,0.66,0.00,-218.614,2359.008,-7.07,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,61.50,55.50,0.67,0.00,245.807,2359.008,6.43,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,55.50,64.50,0.73,0.00,-293.474,2359.008,-5.89,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,64.50,54.00,0.79,0.00,224.635,2359.008,8.32,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,54.00,66.00,0.94,0.00,-156.078,2359.008,-14.14,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,66.00,52.50,0.97,0.00,126.775,2359.008,17.99,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,52.50,67.50,1.01,0.00,-96.740,2359.008,-24.74,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,67.50,51.00,1.02,0.00,80.929,2359.008,29.87,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,63.00,57.00,51.00,69.00,1.05,0.00,-65.861,2359.008,-37.70,0,,1/28/2024 5:27:34 PM,0
,Mixed / non conventional,64.00,58.00,61.00,59.50,0.70,0.00,117.201,2365.026,14.14,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,59.50,62.50,0.65,0.00,-217.993,2365.026,-7.07,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,62.50,56.50,0.67,0.00,245.879,2365.026,6.43,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,56.50,65.50,0.73,0.00,-291.647,2365.026,-5.89,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,65.50,55.00,0.78,0.00,223.151,2365.026,8.32,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,55.00,67.00,0.91,0.00,-152.076,2365.026,-14.14,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,67.00,53.50,0.94,0.00,123.526,2365.026,17.99,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,53.50,68.50,0.97,0.00,-93.202,2365.026,-24.74,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,68.50,52.00,0.99,0.00,78.292,2365.026,29.87,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,64.00,58.00,52.00,70.00,1.01,0.00,-63.333,2365.026,-37.70,0,,1/28/2024 5:27:37 PM,0
,Mixed / non conventional,65.00,59.00,62.00,60.50,0.73,0.00,122.809,2368.907,14.14,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,60.50,63.50,0.67,0.00,-224.576,2368.907,-7.07,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,63.50,57.50,0.67,0.00,245.965,2368.907,6.43,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,57.50,66.50,0.72,0.00,-288.894,2368.907,-5.89,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,66.50,56.00,0.78,0.00,221.778,2368.907,8.32,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,56.00,68.00,0.89,0.00,-149.586,2368.907,-14.14,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,68.00,54.50,0.93,0.00,121.795,2368.907,17.99,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,54.50,69.50,0.95,0.00,-91.371,2368.907,-24.74,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,69.50,53.00,0.97,0.00,77.090,2368.907,29.87,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,65.00,59.00,53.00,71.00,0.98,0.00,-61.841,2368.907,-37.70,0,,1/28/2024 5:27:39 PM,0
,Mixed / non conventional,66.00,60.00,63.00,61.50,0.76,0.00,125.403,2330.134,14.14,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,61.50,64.50,0.68,0.00,-225.187,2330.134,-7.07,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,64.50,58.50,0.66,0.00,240.288,2330.134,6.43,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,58.50,67.50,0.71,0.00,-280.847,2330.134,-5.89,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,67.50,57.00,0.76,0.00,213.178,2330.134,8.32,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,57.00,69.00,0.88,0.00,-144.329,2330.134,-14.14,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,69.00,55.50,0.91,0.00,117.277,2330.134,17.99,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,55.50,70.50,0.93,0.00,-87.947,2330.134,-24.74,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,70.50,54.00,0.95,0.00,74.181,2330.134,29.87,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,66.00,60.00,54.00,72.00,0.96,0.00,-59.480,2330.134,-37.70,0,,1/28/2024 5:27:41 PM,0
,Mixed / non conventional,67.00,61.00,64.00,62.50,0.73,0.00,123.395,2395.574,14.14,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,62.50,65.50,0.66,0.00,-222.649,2395.574,-7.07,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,65.50,59.50,0.64,0.00,239.134,2395.574,6.43,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,59.50,68.50,0.69,0.00,-281.668,2395.574,-5.89,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,68.50,58.00,0.74,0.00,212.744,2395.574,8.32,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,58.00,70.00,0.85,0.00,-143.380,2395.574,-14.14,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,70.00,56.50,0.87,0.00,116.056,2395.574,17.99,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,56.50,71.50,0.90,0.00,-86.888,2395.574,-24.74,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,71.50,55.00,0.91,0.00,73.342,2395.574,29.87,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,67.00,61.00,55.00,73.00,0.92,0.00,-58.712,2395.574,-37.70,0,,1/28/2024 5:27:44 PM,0
,Mixed / non conventional,68.00,62.00,65.00,63.50,0.74,0.00,122.456,2332.135,14.14,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,63.50,66.50,0.67,0.00,-220.798,2332.135,-7.07,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,66.50,60.50,0.66,0.00,239.887,2332.135,6.43,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,60.50,69.50,0.71,0.00,-282.440,2332.135,-5.89,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,69.50,59.00,0.75,0.00,210.693,2332.135,8.32,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,59.00,71.00,0.86,0.00,-141.973,2332.135,-14.14,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,71.00,57.50,0.88,0.00,113.752,2332.135,17.99,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,57.50,72.50,0.90,0.00,-85.100,2332.135,-24.74,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,72.50,56.00,0.92,0.00,71.511,2332.135,29.87,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,68.00,62.00,56.00,74.00,0.93,0.00,-57.329,2332.135,-37.70,0,,1/28/2024 5:27:46 PM,0
,Mixed / non conventional,69.00,63.00,66.00,64.50,0.70,0.00,116.715,2347.619,14.14,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,64.50,67.50,0.65,0.00,-214.573,2347.619,-7.07,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,67.50,61.50,0.65,0.00,238.743,2347.619,6.43,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,61.50,70.50,0.70,0.00,-280.747,2347.619,-5.89,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,70.50,60.00,0.75,0.00,210.316,2347.619,8.32,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,60.00,72.00,0.86,0.00,-142.645,2347.619,-14.14,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,72.00,58.50,0.87,0.00,113.972,2347.619,17.99,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,58.50,73.50,0.90,0.00,-85.853,2347.619,-24.74,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,73.50,57.00,0.91,0.00,71.640,2347.619,29.87,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,69.00,63.00,57.00,75.00,0.92,0.00,-57.601,2347.619,-37.70,0,,1/28/2024 5:27:49 PM,0
,Mixed / non conventional,70.00,64.00,67.00,65.50,0.72,0.00,119.886,2358.221,14.14,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,65.50,68.50,0.66,0.00,-218.690,2358.221,-7.07,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,68.50,62.50,0.65,0.00,237.436,2358.221,6.43,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,62.50,71.50,0.70,0.00,-279.826,2358.221,-5.89,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,71.50,61.00,0.75,0.00,212.081,2358.221,8.32,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,61.00,73.00,0.85,0.00,-142.288,2358.221,-14.14,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,73.00,59.50,0.87,0.00,114.592,2358.221,17.99,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,59.50,74.50,0.90,0.00,-86.230,2358.221,-24.74,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,74.50,58.00,0.92,0.00,72.331,2358.221,29.87,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,70.00,64.00,58.00,76.00,0.93,0.00,-57.916,2358.221,-37.70,0,,1/28/2024 5:27:51 PM,0
,Mixed / non conventional,71.00,65.00,68.00,66.50,0.72,0.00,120.086,2354.826,14.14,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,66.50,69.50,0.67,0.00,-223.284,2354.826,-7.07,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,69.50,63.50,0.67,0.00,246.504,2354.826,6.43,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,63.50,72.50,0.72,0.00,-287.945,2354.826,-5.89,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,72.50,62.00,0.77,0.00,218.444,2354.826,8.32,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,62.00,74.00,0.88,0.00,-146.919,2354.826,-14.14,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,74.00,60.50,0.91,0.00,118.966,2354.826,17.99,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,60.50,75.50,0.94,0.00,-89.234,2354.826,-24.74,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,75.50,59.00,0.95,0.00,74.935,2354.826,29.87,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,71.00,65.00,59.00,77.00,0.96,0.00,-60.152,2354.826,-37.70,0,,1/28/2024 5:27:54 PM,0
,Mixed / non conventional,72.00,66.00,69.00,67.50,0.72,0.00,120.043,2353.110,14.14,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,67.50,70.50,0.67,0.00,-224.557,2353.110,-7.07,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,70.50,64.50,0.68,0.00,249.208,2353.110,6.43,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,64.50,73.50,0.72,0.00,-289.224,2353.110,-5.89,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,73.50,63.00,0.77,0.00,217.046,2353.110,8.32,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,63.00,75.00,0.87,0.00,-145.517,2353.110,-14.14,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,75.00,61.50,0.90,0.00,117.931,2353.110,17.99,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,61.50,76.50,0.93,0.00,-88.405,2353.110,-24.74,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,76.50,60.00,0.94,0.00,74.219,2353.110,29.87,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,72.00,66.00,60.00,78.00,0.96,0.00,-59.904,2353.110,-37.70,0,,1/28/2024 5:27:56 PM,0
,Mixed / non conventional,73.00,67.00,70.00,68.50,0.76,0.00,127.449,2377.426,14.14,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,68.50,71.50,0.68,0.00,-229.752,2377.426,-7.07,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,71.50,65.50,0.67,0.00,248.111,2377.426,6.43,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,65.50,74.50,0.72,0.00,-289.715,2377.426,-5.89,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,74.50,64.00,0.76,0.00,217.323,2377.426,8.32,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,64.00,76.00,0.87,0.00,-145.469,2377.426,-14.14,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,76.00,62.50,0.89,0.00,117.959,2377.426,17.99,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,62.50,77.50,0.92,0.00,-88.796,2377.426,-24.74,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,77.50,61.00,0.94,0.00,74.811,2377.426,29.87,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,73.00,67.00,61.00,79.00,0.96,0.00,-60.377,2377.426,-37.70,0,,1/28/2024 5:27:58 PM,0
,Mixed / non conventional,74.00,68.00,71.00,69.50,0.74,0.00,123.696,2360.300,14.14,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,69.50,72.50,0.68,0.00,-226.213,2360.300,-7.07,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,72.50,66.50,0.67,0.00,245.039,2360.300,6.43,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,66.50,75.50,0.71,0.00,-285.460,2360.300,-5.89,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,75.50,65.00,0.75,0.00,213.354,2360.300,8.32,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,65.00,77.00,0.85,0.00,-141.663,2360.300,-14.14,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,77.00,63.50,0.87,0.00,114.210,2360.300,17.99,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,63.50,78.50,0.89,0.00,-85.295,2360.300,-24.74,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,78.50,62.00,0.91,0.00,71.964,2360.300,29.87,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,74.00,68.00,62.00,80.00,0.92,0.00,-57.458,2360.300,-37.70,0,,1/28/2024 5:28:01 PM,0
,Mixed / non conventional,75.00,69.00,72.00,70.50,0.72,0.00,120.625,2381.691,14.14,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,70.50,73.50,0.66,0.00,-221.256,2381.691,-7.07,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,73.50,67.50,0.65,0.00,240.450,2381.691,6.43,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,67.50,76.50,0.66,0.00,-267.815,2381.691,-5.89,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,76.50,66.00,0.69,0.00,196.961,2381.691,8.32,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,66.00,78.00,0.84,0.00,-141.014,2381.691,-14.14,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,78.00,64.50,0.86,0.00,113.714,2381.691,17.99,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,64.50,79.50,0.87,0.00,-84.170,2381.691,-24.74,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,79.50,63.00,0.89,0.00,70.820,2381.691,29.87,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,75.00,69.00,63.00,81.00,0.89,0.00,-56.313,2381.691,-37.70,0,,1/28/2024 5:28:03 PM,0
,Mixed / non conventional,76.00,70.00,73.00,71.50,0.73,0.00,120.611,2350.289,14.14,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,71.50,74.50,0.66,0.00,-220.674,2350.289,-7.07,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,74.50,68.50,0.65,0.00,239.172,2350.289,6.43,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,68.50,77.50,0.68,0.00,-271.054,2350.289,-5.89,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,77.50,67.00,0.71,0.00,201.130,2350.289,8.32,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,67.00,79.00,0.84,0.00,-139.902,2350.289,-14.14,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,79.00,65.50,0.86,0.00,112.746,2350.289,17.99,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,65.50,80.50,0.88,0.00,-83.192,2350.289,-24.74,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,80.50,64.00,0.89,0.00,70.033,2350.289,29.87,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,76.00,70.00,64.00,82.00,0.89,0.00,-55.221,2350.289,-37.70,0,,1/28/2024 5:28:05 PM,0
,Mixed / non conventional,77.00,71.00,74.00,72.50,0.74,0.00,123.739,2373.149,14.14,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,72.50,75.50,0.67,0.00,-225.993,2373.149,-7.07,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,75.50,69.50,0.66,0.00,243.255,2373.149,6.43,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,69.50,78.50,0.67,0.00,-270.477,2373.149,-5.89,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,78.50,68.00,0.70,0.00,199.913,2373.149,8.32,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,68.00,80.00,0.84,0.00,-141.553,2373.149,-14.14,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,80.00,66.50,0.86,0.00,114.034,2373.149,17.99,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,66.50,81.50,0.88,0.00,-84.046,2373.149,-24.74,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,81.50,65.00,0.89,0.00,70.581,2373.149,29.87,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,77.00,71.00,65.00,83.00,0.89,0.00,-55.836,2373.149,-37.70,0,,1/28/2024 5:28:07 PM,0
,Mixed / non conventional,78.00,72.00,75.00,73.50,0.77,0.00,127.811,2337.965,14.14,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,73.50,76.50,0.71,0.00,-233.607,2337.965,-7.07,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,76.50,70.50,0.69,0.00,249.614,2337.965,6.43,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,70.50,79.50,0.73,0.00,-289.243,2337.965,-5.89,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,79.50,69.00,0.77,0.00,216.231,2337.965,8.32,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,69.00,81.00,0.86,0.00,-142.889,2337.965,-14.14,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,81.00,67.50,0.89,0.00,115.336,2337.965,17.99,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,67.50,82.50,0.90,0.00,-85.500,2337.965,-24.74,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,82.50,66.00,0.91,0.00,71.606,2337.965,29.87,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,78.00,72.00,66.00,84.00,0.92,0.00,-57.210,2337.965,-37.70,0,,1/28/2024 5:28:10 PM,0
,Mixed / non conventional,79.00,73.00,76.00,74.50,0.77,0.00,129.285,2364.751,14.14,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,74.50,77.50,0.71,0.00,-237.943,2364.751,-7.07,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,77.50,71.50,0.69,0.00,253.969,2364.751,6.43,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,71.50,80.50,0.72,0.00,-290.244,2364.751,-5.89,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,80.50,70.00,0.76,0.00,215.515,2364.751,8.32,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,70.00,82.00,0.85,0.00,-142.850,2364.751,-14.14,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,82.00,68.50,0.88,0.00,115.155,2364.751,17.99,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,68.50,83.50,0.89,0.00,-85.467,2364.751,-24.74,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,83.50,67.00,0.91,0.00,72.021,2364.751,29.87,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,79.00,73.00,67.00,85.00,0.92,0.00,-57.706,2364.751,-37.70,0,,1/28/2024 5:28:12 PM,0
,Mixed / non conventional,80.00,74.00,77.00,75.50,0.76,0.00,126.605,2362.358,14.14,0,,1/28/2024 5:28:14 PM,0
,Mixed / non conventional,80.00,74.00,75.50,78.50,0.70,0.00,-233.149,2362.358,-7.07,0,,1/28/2024 5:28:14 PM,0
,Mixed / non conventional,80.00,74.00,78.50,72.50,0.68,0.00,250.868,2362.358,6.43,0,,1/28/2024 5:28:14 PM,0
,Mixed / non conventional,80.00,74.00,72.50,81.50,0.65,0.00,-259.883,2362.358,-5.89,0,,1/28/2024 5:28:14 PM,0
,Mixed / non conventional,80.00,74.00,81.50,71.00,0.65,0.00,185.933,2362.358,8.32,0,,1/28/2024 5:28:14 PM,0
,Mixed / non conventional,80.00,74.00,71.00,83.00,0.85,0.00,-142.302,2362.358,-14.14,0,,1/28/2024 5:28:14 PM,0
,Mixed / non conventional,80.00,74.00,83.00,69.50,0.87,0.00,114.449,2362.358,17.99,0,,1/28/2024 5:28:14 PM,0
